metric,winner,loser,delta
mfe,-42.0,-36.20000076293945,-5.799999237060547
mfe,-42.0,-29.399999618530273,-12.600000381469727
mfe,-42.0,-34.099998474121094,-7.900001525878906
mfe,-34.79999923706055,-29.399999618530273,-5.399999618530273
mfe,-34.79999923706055,-34.099998474121094,-0.7000007629394531
mfe,-53.599998474121094,-36.400001525878906,-17.199996948242188
mfe,-53.599998474121094,-42.0,-11.599998474121094
mfe,-53.599998474121094,-36.20000076293945,-17.39999771118164
mfe,-53.599998474121094,-29.399999618530273,-24.19999885559082
mfe,-53.599998474121094,-34.099998474121094,-19.5
mfe,-35.20000076293945,-25.799999237060547,-9.400001525878906
mfe,-35.20000076293945,-27.600000381469727,-7.600000381469727
mfe,-35.20000076293945,-24.700000762939453,-10.5
mfe,-35.20000076293945,-30.200000762939453,-5.0
mfe,-33.400001525878906,-25.799999237060547,-7.600002288818359
mfe,-33.400001525878906,-27.600000381469727,-5.80000114440918
mfe,-33.400001525878906,-24.700000762939453,-8.700000762939453
mfe,-33.400001525878906,-33.0,-0.40000152587890625
mfe,-33.400001525878906,-29.200000762939453,-4.200000762939453
mfe,-33.400001525878906,-30.200000762939453,-3.200000762939453
mfe,-33.0,-27.600000381469727,-5.399999618530273
mfe,-33.0,-30.200000762939453,-2.799999237060547
mfe,-32.900001525878906,-29.600000381469727,-3.3000011444091797
mfe,-32.900001525878906,-31.0,-1.9000015258789062
mfe,-32.900001525878906,-28.899999618530273,-4.000001907348633
mfe,-34.099998474121094,-29.600000381469727,-4.499998092651367
mfe,-34.099998474121094,-31.0,-3.0999984741210938
mfe,-34.099998474121094,-28.899999618530273,-5.19999885559082
mfe,-43.20000076293945,-31.0,-12.200000762939453
mfe,-43.20000076293945,-28.899999618530273,-14.30000114440918
mfe,-37.5,-29.600000381469727,-7.899999618530273
mfe,-37.5,-31.0,-6.5
mfe,-37.5,-28.899999618530273,-8.600000381469727
mfe,-34.79999923706055,-29.600000381469727,-5.19999885559082
mfe,-34.79999923706055,-31.0,-3.799999237060547
mfe,-34.79999923706055,-28.899999618530273,-5.899999618530273
mfe,-30.899999618530273,-29.600000381469727,-1.2999992370605469
mfe,-30.899999618530273,-28.899999618530273,-2.0
mfe,-1.7999999523162842,0.0,-1.7999999523162842
mfe,-5.599999904632568,0.0,-5.599999904632568
mfe,-7.300000190734863,0.0,-7.300000190734863
mfe,-7.300000190734863,-1.2000000476837158,-6.1000001430511475
mfe,-7.599999904632568,0.0,-7.599999904632568
mfe,-7.599999904632568,-1.2000000476837158,-6.3999998569488525
mfe,-9.699999809265137,0.0,-9.699999809265137
mfe,-9.699999809265137,-1.2000000476837158,-8.499999761581421
mfe,-1.5,0.0,-1.5
mfe,-1.5,-1.2000000476837158,-0.2999999523162842
mfe,-30.100000381469727,-24.299999237060547,-5.80000114440918
mfe,-30.100000381469727,-27.399999618530273,-2.700000762939453
mfe,-30.100000381469727,-19.5,-10.600000381469727
mfe,-30.100000381469727,-19.100000381469727,-11.0
mfe,-30.100000381469727,-18.299999237060547,-11.80000114440918
mfe,-27.799999237060547,-24.299999237060547,-3.5
mfe,-27.799999237060547,-19.5,-8.299999237060547
mfe,-27.799999237060547,-19.100000381469727,-8.69999885559082
mfe,-27.799999237060547,-18.299999237060547,-9.5
mfe,-23.5,-19.100000381469727,-4.399999618530273
mfe,-23.5,-18.299999237060547,-5.200000762939453
mfe,-31.5,-23.700000762939453,-7.799999237060547
mfe,-31.5,-19.200000762939453,-12.299999237060547
mfe,-23.700000762939453,-19.200000762939453,-4.5
mfe,-22.399999618530273,-19.200000762939453,-3.1999988555908203
mfe,-23.899999618530273,-23.700000762939453,-0.1999988555908203
mfe,-23.899999618530273,-19.200000762939453,-4.69999885559082
mfe,-27.700000762939453,-23.700000762939453,-4.0
mfe,-27.700000762939453,-19.200000762939453,-8.5
mfe,-29.0,-23.700000762939453,-5.299999237060547
mfe,-29.0,-19.200000762939453,-9.799999237060547
mfe,-41.29999923706055,-34.5,-6.799999237060547
mfe,-41.29999923706055,-35.0,-6.299999237060547
mfe,-41.29999923706055,-33.29999923706055,-8.0
mfe,-43.099998474121094,-34.5,-8.599998474121094
mfe,-43.099998474121094,-35.0,-8.099998474121094
mfe,-43.099998474121094,-33.29999923706055,-9.799999237060547
mfe,-36.5,-34.5,-2.0
mfe,-36.5,-35.0,-1.5
mfe,-36.5,-33.29999923706055,-3.200000762939453
mfe,-44.599998474121094,-34.5,-10.099998474121094
mfe,-44.599998474121094,-35.0,-9.599998474121094
mfe,-44.599998474121094,-33.29999923706055,-11.299999237060547
mfe,-44.599998474121094,-43.400001525878906,-1.1999969482421875
mfe,-44.900001525878906,-34.5,-10.400001525878906
mfe,-44.900001525878906,-35.0,-9.900001525878906
mfe,-44.900001525878906,-33.29999923706055,-11.60000228881836
mfe,-44.900001525878906,-43.400001525878906,-1.5
mfe,-47.5,-43.400001525878906,-4.099998474121094
mfe,-50.5,-34.400001525878906,-16.099998474121094
mfe,-50.5,-34.099998474121094,-16.400001525878906
mfe,-39.099998474121094,-34.400001525878906,-4.6999969482421875
mfe,-39.099998474121094,-34.099998474121094,-5.0
mfe,-44.599998474121094,-34.400001525878906,-10.199996948242188
mfe,-44.599998474121094,-34.099998474121094,-10.5
mfe,-47.29999923706055,-34.400001525878906,-12.89999771118164
mfe,-47.29999923706055,-34.099998474121094,-13.200000762939453
mfe,-39.599998474121094,-34.400001525878906,-5.1999969482421875
mfe,-39.599998474121094,-34.099998474121094,-5.5
mfe,-41.400001525878906,-34.400001525878906,-7.0
mfe,-41.400001525878906,-34.099998474121094,-7.3000030517578125
mfe,-42.400001525878906,-34.400001525878906,-8.0
mfe,-42.400001525878906,-34.099998474121094,-8.300003051757812
mfe,-47.900001525878906,-34.400001525878906,-13.5
mfe,-47.900001525878906,-34.099998474121094,-13.800003051757812
mfe,-31.100000381469727,-18.600000381469727,-12.5
mfe,-31.100000381469727,-21.299999237060547,-9.80000114440918
mfe,-31.100000381469727,-13.699999809265137,-17.40000057220459
mfe,-31.100000381469727,-17.799999237060547,-13.30000114440918
mfe,-31.100000381469727,-19.799999237060547,-11.30000114440918
mfe,-31.100000381469727,-18.799999237060547,-12.30000114440918
mfe,-31.100000381469727,-20.799999237060547,-10.30000114440918
mfe,-20.5,-18.600000381469727,-1.8999996185302734
mfe,-20.5,-13.699999809265137,-6.800000190734863
mfe,-20.5,-17.799999237060547,-2.700000762939453
mfe,-20.5,-18.799999237060547,-1.7000007629394531
mfe,-6.800000190734863,-2.4000000953674316,-4.400000095367432
mfe,-7.5,-2.5,-5.0
mfe,-7.5,-2.4000000953674316,-5.099999904632568
mfe,-7.5,-6.5,-1.0
mfe,-4.199999809265137,-2.4000000953674316,-1.799999713897705
mfe,-6.5,-2.4000000953674316,-4.099999904632568
mfe,-42.900001525878906,-22.899999618530273,-20.000001907348633
mfe,-27.299999237060547,-22.899999618530273,-4.399999618530273
mfe,-27.600000381469727,-22.899999618530273,-4.700000762939453
mfe,-30.100000381469727,-22.899999618530273,-7.200000762939453
mfe,-30.700000762939453,-22.899999618530273,-7.80000114440918
mfe,-27.399999618530273,-22.899999618530273,-4.5
mfe,-33.0,-22.899999618530273,-10.100000381469727
mfe,-36.20000076293945,-31.600000381469727,-4.600000381469727
mfe,-36.20000076293945,-29.799999237060547,-6.400001525878906
mfe,-36.20000076293945,-35.20000076293945,-1.0
mfe,-36.20000076293945,-28.799999237060547,-7.400001525878906
mfe,-42.900001525878906,-31.600000381469727,-11.30000114440918
mfe,-42.900001525878906,-29.799999237060547,-13.10000228881836
mfe,-42.900001525878906,-35.20000076293945,-7.700000762939453
mfe,-42.900001525878906,-28.799999237060547,-14.10000228881836
mfe,-42.900001525878906,-38.20000076293945,-4.700000762939453
mfe,-38.20000076293945,-29.799999237060547,-8.400001525878906
mfe,-38.20000076293945,-35.20000076293945,-3.0
mfe,-34.70000076293945,-26.799999237060547,-7.900001525878906
mfe,-34.70000076293945,-20.100000381469727,-14.600000381469727
mfe,-22.399999618530273,-20.100000381469727,-2.299999237060547
mfe,-27.299999237060547,-26.799999237060547,-0.5
mfe,-28.899999618530273,-26.799999237060547,-2.1000003814697266
mfe,-28.899999618530273,-20.100000381469727,-8.799999237060547
mfe,-26.0,-12.199999809265137,-13.800000190734863
mfe,-26.0,-22.799999237060547,-3.200000762939453
mfe,-26.0,-20.600000381469727,-5.399999618530273
mfe,-26.0,-21.899999618530273,-4.100000381469727
mfe,-26.0,-20.100000381469727,-5.899999618530273
mfe,-29.200000762939453,-12.199999809265137,-17.000000953674316
mfe,-29.200000762939453,-22.799999237060547,-6.400001525878906
mfe,-29.200000762939453,-20.600000381469727,-8.600000381469727
mfe,-29.200000762939453,-21.899999618530273,-7.30000114440918
mfe,-29.200000762939453,-20.100000381469727,-9.100000381469727
mfe,-25.100000381469727,-12.199999809265137,-12.90000057220459
mfe,-25.100000381469727,-22.799999237060547,-2.3000011444091797
mfe,-25.100000381469727,-20.600000381469727,-4.5
mfe,-25.100000381469727,-21.899999618530273,-3.200000762939453
mfe,-25.100000381469727,-20.100000381469727,-5.0
mfe,-42.79999923706055,-29.100000381469727,-13.69999885559082
mfe,-42.79999923706055,-36.900001525878906,-5.899997711181641
mfe,-43.20000076293945,-29.100000381469727,-14.100000381469727
mfe,-43.20000076293945,-36.900001525878906,-6.299999237060547
mfe,-44.0,-43.20000076293945,-0.7999992370605469
mfe,-44.0,-29.100000381469727,-14.899999618530273
mfe,-44.0,-36.900001525878906,-7.099998474121094
mfe,-42.099998474121094,-29.100000381469727,-12.999998092651367
mfe,-42.099998474121094,-36.900001525878906,-5.1999969482421875
mfe,-46.70000076293945,-29.100000381469727,-17.600000381469727
mfe,-46.70000076293945,-36.900001525878906,-9.799999237060547
mfe,-49.900001525878906,-43.20000076293945,-6.700000762939453
mfe,-49.900001525878906,-29.100000381469727,-20.80000114440918
mfe,-49.900001525878906,-36.900001525878906,-13.0
mfe,-49.900001525878906,-49.599998474121094,-0.3000030517578125
mfe,-46.79999923706055,-43.20000076293945,-3.5999984741210938
mfe,-46.79999923706055,-29.100000381469727,-17.69999885559082
mfe,-46.79999923706055,-36.900001525878906,-9.89999771118164
mfe,-35.0,-31.100000381469727,-3.8999996185302734
mfe,-39.70000076293945,-36.0,-3.700000762939453
mfe,-39.70000076293945,-31.100000381469727,-8.600000381469727
mfe,-36.0,-31.100000381469727,-4.899999618530273
mfe,-38.29999923706055,-31.100000381469727,-7.19999885559082
mfe,-32.29999923706055,-31.100000381469727,-1.1999988555908203
mfe,-34.900001525878906,-31.100000381469727,-3.8000011444091797
mfe,-27.600000381469727,-20.600000381469727,-7.0
mfe,-27.600000381469727,-25.899999618530273,-1.7000007629394531
mfe,-30.399999618530273,-20.600000381469727,-9.799999237060547
mfe,-30.399999618530273,-28.299999237060547,-2.1000003814697266
mfe,-30.399999618530273,-30.200000762939453,-0.1999988555908203
mfe,-30.399999618530273,-26.899999618530273,-3.5
mfe,-30.399999618530273,-25.899999618530273,-4.5
mfe,-29.0,-25.899999618530273,-3.1000003814697266
mfe,-29.0,-28.799999237060547,-0.20000076293945312
mfe,-29.0,-20.5,-8.5
mfe,-29.0,-26.200000762939453,-2.799999237060547
mfe,-29.0,-26.399999618530273,-2.6000003814697266
mfe,-34.20000076293945,-25.899999618530273,-8.30000114440918
mfe,-34.20000076293945,-28.799999237060547,-5.400001525878906
mfe,-34.20000076293945,-20.5,-13.700000762939453
mfe,-34.20000076293945,-26.200000762939453,-8.0
mfe,-34.20000076293945,-26.399999618530273,-7.80000114440918
mfe,-30.299999237060547,-25.899999618530273,-4.399999618530273
mfe,-30.299999237060547,-28.799999237060547,-1.5
mfe,-30.299999237060547,-20.5,-9.799999237060547
mfe,-30.299999237060547,-26.200000762939453,-4.099998474121094
mfe,-30.299999237060547,-26.399999618530273,-3.8999996185302734
mfe,-23.399999618530273,-20.5,-2.8999996185302734
mfe,-10.699999809265137,0.0,-10.699999809265137
mfe,-3.700000047683716,0.0,-3.700000047683716
mfe,-10.100000381469727,-6.199999809265137,-3.90000057220459
mfe,-10.100000381469727,0.0,-10.100000381469727
mfe,-19.100000381469727,-12.100000381469727,-7.0
mfe,-19.100000381469727,-18.700000762939453,-0.39999961853027344
mfe,-19.100000381469727,-15.0,-4.100000381469727
mfe,-19.100000381469727,-16.5,-2.6000003814697266
mfe,-15.600000381469727,-12.100000381469727,-3.5
mfe,-15.600000381469727,-15.0,-0.6000003814697266
mfe,-36.900001525878906,-32.400001525878906,-4.5
mfe,-36.900001525878906,-27.299999237060547,-9.60000228881836
mfe,-42.70000076293945,-33.20000076293945,-9.5
mfe,-42.70000076293945,-32.099998474121094,-10.60000228881836
mfe,-42.70000076293945,-38.0,-4.700000762939453
mfe,-42.70000076293945,-32.400001525878906,-10.299999237060547
mfe,-42.70000076293945,-38.70000076293945,-4.0
mfe,-42.70000076293945,-27.299999237060547,-15.400001525878906
mfe,-42.70000076293945,-30.799999237060547,-11.900001525878906
mfe,-41.099998474121094,-33.20000076293945,-7.899997711181641
mfe,-41.099998474121094,-32.099998474121094,-9.0
mfe,-41.099998474121094,-38.0,-3.0999984741210938
mfe,-41.099998474121094,-32.400001525878906,-8.699996948242188
mfe,-41.099998474121094,-38.70000076293945,-2.3999977111816406
mfe,-41.099998474121094,-27.299999237060547,-13.799999237060547
mfe,-41.099998474121094,-30.799999237060547,-10.299999237060547
mfe,-33.79999923706055,-29.5,-4.299999237060547
mfe,-33.79999923706055,-21.799999237060547,-12.0
mfe,-31.799999237060547,-29.5,-2.299999237060547
mfe,-31.799999237060547,-21.799999237060547,-10.0
mfe,-27.600000381469727,-21.799999237060547,-5.80000114440918
mfe,-24.5,-21.799999237060547,-2.700000762939453
mfe,-23.700000762939453,-21.799999237060547,-1.9000015258789062
mfe,-23.100000381469727,-21.799999237060547,-1.3000011444091797
mfe,-31.700000762939453,-29.700000762939453,-2.0
mfe,-30.899999618530273,-29.700000762939453,-1.1999988555908203
mfe,-39.0,-33.0,-6.0
mfe,-39.0,-29.700000762939453,-9.299999237060547
mfe,-39.0,-37.29999923706055,-1.7000007629394531
mfe,-33.900001525878906,-33.0,-0.9000015258789062
mfe,-33.900001525878906,-29.700000762939453,-4.200000762939453
mfe,-32.20000076293945,-29.700000762939453,-2.5
mfe,-4.699999809265137,-2.200000047683716,-2.499999761581421
mfe,-3.9000000953674316,-2.200000047683716,-1.7000000476837158
mfe,-4.800000190734863,-2.200000047683716,-2.6000001430511475
mfe,-4.199999809265137,-2.200000047683716,-1.999999761581421
mfe,-37.79999923706055,-32.0,-5.799999237060547
mfe,-41.599998474121094,-32.0,-9.599998474121094
mfe,-43.79999923706055,-34.900001525878906,-8.89999771118164
mfe,-43.79999923706055,-32.0,-11.799999237060547
mfe,-37.70000076293945,-32.0,-5.700000762939453
mfe,-37.0,-32.0,-5.0
mfe,-34.900001525878906,-32.0,-2.9000015258789062
mfe,-33.599998474121094,-32.0,-1.5999984741210938
mfe,-52.599998474121094,-31.5,-21.099998474121094
mfe,-52.599998474121094,-41.79999923706055,-10.799999237060547
mfe,-52.599998474121094,-46.400001525878906,-6.1999969482421875
mfe,-52.599998474121094,-33.400001525878906,-19.199996948242188
mfe,-52.599998474121094,-39.599998474121094,-13.0
mfe,-52.599998474121094,-39.20000076293945,-13.39999771118164
mfe,-48.70000076293945,-31.5,-17.200000762939453
mfe,-48.70000076293945,-41.79999923706055,-6.900001525878906
mfe,-48.70000076293945,-46.400001525878906,-2.299999237060547
mfe,-48.70000076293945,-33.400001525878906,-15.299999237060547
mfe,-48.70000076293945,-39.599998474121094,-9.10000228881836
mfe,-48.70000076293945,-39.20000076293945,-9.5
mfe,-41.79999923706055,-31.5,-10.299999237060547
mfe,-41.79999923706055,-33.400001525878906,-8.39999771118164
mfe,-41.79999923706055,-39.20000076293945,-2.5999984741210938
mfe,-32.099998474121094,-31.5,-0.5999984741210938
mfe,-42.29999923706055,-31.5,-10.799999237060547
mfe,-42.29999923706055,-41.79999923706055,-0.5
mfe,-42.29999923706055,-33.400001525878906,-8.89999771118164
mfe,-42.29999923706055,-39.599998474121094,-2.700000762939453
mfe,-42.29999923706055,-39.20000076293945,-3.0999984741210938
mfe,-5.599999904632568,-4.800000190734863,-0.7999997138977051
mfe,-5.599999904632568,-3.4000000953674316,-2.1999998092651367
mfe,-5.599999904632568,-4.699999809265137,-0.9000000953674316
mfe,-5.599999904632568,-2.0,-3.5999999046325684
mfe,-43.099998474121094,-37.0,-6.099998474121094
mfe,-43.099998474121094,-40.099998474121094,-3.0
mfe,-43.099998474121094,-24.899999618530273,-18.19999885559082
mfe,-43.099998474121094,-39.0,-4.099998474121094
mfe,-43.099998474121094,-38.20000076293945,-4.899997711181641
mfe,-33.20000076293945,-27.5,-5.700000762939453
mfe,-30.700000762939453,-27.5,-3.200000762939453
mfe,-30.799999237060547,-27.5,-3.299999237060547
mfe,-30.600000381469727,-27.5,-3.1000003814697266
mfe,-41.5,-27.5,-14.0
mfe,-47.5,-33.400001525878906,-14.099998474121094
mfe,-47.5,-25.700000762939453,-21.799999237060547
mfe,-47.5,-36.79999923706055,-10.700000762939453
mfe,-47.5,-32.79999923706055,-14.700000762939453
mfe,-47.5,-25.700000762939453,-21.799999237060547
mfe,-47.5,-37.29999923706055,-10.200000762939453
mfe,-33.599998474121094,-33.400001525878906,-0.1999969482421875
mfe,-33.599998474121094,-25.700000762939453,-7.899997711181641
mfe,-33.599998474121094,-32.79999923706055,-0.7999992370605469
mfe,-33.599998474121094,-25.700000762939453,-7.899997711181641
mfe,-46.0,-33.400001525878906,-12.599998474121094
mfe,-46.0,-25.700000762939453,-20.299999237060547
mfe,-46.0,-36.79999923706055,-9.200000762939453
mfe,-46.0,-32.79999923706055,-13.200000762939453
mfe,-46.0,-25.700000762939453,-20.299999237060547
mfe,-46.0,-37.29999923706055,-8.700000762939453
mfe,-42.400001525878906,-33.400001525878906,-9.0
mfe,-42.400001525878906,-25.700000762939453,-16.700000762939453
mfe,-42.400001525878906,-36.79999923706055,-5.600002288818359
mfe,-42.400001525878906,-32.79999923706055,-9.60000228881836
mfe,-42.400001525878906,-25.700000762939453,-16.700000762939453
mfe,-42.400001525878906,-37.29999923706055,-5.100002288818359
mfe,-34.0,-18.0,-16.0
mfe,-34.0,-20.299999237060547,-13.700000762939453
mfe,-21.700000762939453,-18.0,-3.700000762939453
mfe,-21.700000762939453,-20.299999237060547,-1.4000015258789062
mfe,-29.399999618530273,-18.0,-11.399999618530273
mfe,-29.399999618530273,-20.299999237060547,-9.100000381469727
