metric,winner,loser,delta
plddt,0.7304114103317261,0.6188071370124817,0.11160427331924438
plddt,0.7304114103317261,0.6919661164283752,0.03844529390335083
plddt,0.8788063526153564,0.8148802518844604,0.063926100730896
plddt,0.861028254032135,0.8148802518844604,0.04614800214767456
plddt,0.8579087257385254,0.8148802518844604,0.04302847385406494
plddt,0.8569651246070862,0.8148802518844604,0.04208487272262573
plddt,0.7612103223800659,0.7262061238288879,0.03500419855117798
plddt,0.7612103223800659,0.6983159780502319,0.06289434432983398
plddt,0.7612103223800659,0.7249081134796143,0.03630220890045166
plddt,0.7612103223800659,0.7262597680091858,0.03495055437088013
plddt,0.7612103223800659,0.7379079461097717,0.02330237627029419
plddt,0.7768940329551697,0.7262061238288879,0.05068790912628174
plddt,0.7768940329551697,0.7262597680091858,0.05063426494598389
plddt,0.7768940329551697,0.7379079461097717,0.03898608684539795
plddt,0.7702662944793701,0.6331047415733337,0.13716155290603638
plddt,0.7739658355712891,0.6331047415733337,0.14086109399795532
plddt,0.7739658355712891,0.6867102384567261,0.08725559711456299
plddt,0.7739658355712891,0.6467834711074829,0.12718236446380615
plddt,0.7063027620315552,0.6331047415733337,0.07319802045822144
plddt,0.7063027620315552,0.6467834711074829,0.059519290924072266
plddt,0.7630499005317688,0.6331047415733337,0.12994515895843506
plddt,0.7505279183387756,0.6331047415733337,0.1174231767654419
plddt,0.747561514377594,0.6331047415733337,0.11445677280426025
plddt,0.7054628133773804,0.5726327896118164,0.13283002376556396
plddt,0.7145195603370667,0.5726327896118164,0.14188677072525024
plddt,0.7427228093147278,0.6450543403625488,0.09766846895217896
plddt,0.7427228093147278,0.5726327896118164,0.17009001970291138
plddt,0.7073663473129272,0.5726327896118164,0.13473355770111084
plddt,0.7347051501274109,0.5726327896118164,0.16207236051559448
plddt,0.7347051501274109,0.7145195603370667,0.02018558979034424
plddt,0.7188721299171448,0.4039342701435089,0.31493785977363586
plddt,0.7188721299171448,0.5492487549781799,0.16962337493896484
plddt,0.7188721299171448,0.3991281986236572,0.31974393129348755
plddt,0.7188721299171448,0.3073534667491913,0.4115186631679535
plddt,0.7188721299171448,0.6273266077041626,0.09154552221298218
plddt,0.7188721299171448,0.429706871509552,0.2891652584075928
plddt,0.7188721299171448,0.41475844383239746,0.3041136860847473
plddt,0.7188721299171448,0.3267863392829895,0.3920857906341553
plddt,0.7188721299171448,0.4310620427131653,0.2878100872039795
plddt,0.7848146557807922,0.7124069333076477,0.07240772247314453
plddt,0.7848146557807922,0.7217401266098022,0.06307452917098999
plddt,0.7848146557807922,0.7304466962814331,0.05436795949935913
plddt,0.815678060054779,0.6901963353157043,0.1254817247390747
plddt,0.815678060054779,0.7358971238136292,0.0797809362411499
plddt,0.815678060054779,0.7124069333076477,0.10327112674713135
plddt,0.815678060054779,0.7222373485565186,0.0934407114982605
plddt,0.815678060054779,0.7217401266098022,0.0939379334449768
plddt,0.815678060054779,0.7304466962814331,0.08523136377334595
plddt,0.7222373485565186,0.6901963353157043,0.03204101324081421
plddt,0.8225387334823608,0.6901963353157043,0.1323423981666565
plddt,0.8225387334823608,0.7358971238136292,0.08664160966873169
plddt,0.8225387334823608,0.7124069333076477,0.11013180017471313
plddt,0.8225387334823608,0.7222373485565186,0.10030138492584229
plddt,0.8225387334823608,0.7217401266098022,0.1007986068725586
plddt,0.8225387334823608,0.7304466962814331,0.09209203720092773
plddt,0.8168177604675293,0.7358971238136292,0.08092063665390015
plddt,0.8168177604675293,0.7124069333076477,0.10441082715988159
plddt,0.8168177604675293,0.7217401266098022,0.09507763385772705
plddt,0.8168177604675293,0.7304466962814331,0.08637106418609619
plddt,0.8731275200843811,0.7596166133880615,0.11351090669631958
plddt,0.8731275200843811,0.7555217742919922,0.11760574579238892
plddt,0.8694316744804382,0.7596166133880615,0.10981506109237671
plddt,0.8694316744804382,0.7555217742919922,0.11390990018844604
plddt,0.8590496182441711,0.7555217742919922,0.10352784395217896
plddt,0.815999448299408,0.7864382863044739,0.029561161994934082
plddt,0.8518561124801636,0.7864382863044739,0.0654178261756897
plddt,0.8532629609107971,0.7864382863044739,0.06682467460632324
plddt,0.8419930934906006,0.7864382863044739,0.05555480718612671
plddt,0.8621482253074646,0.7864382863044739,0.07570993900299072
plddt,0.8607862591743469,0.7864382863044739,0.07434797286987305
plddt,0.853492796421051,0.7864382863044739,0.06705451011657715
plddt,0.8256229758262634,0.7864382863044739,0.03918468952178955
plddt,0.837369441986084,0.7176714539527893,0.11969798803329468
plddt,0.837369441986084,0.7983694076538086,0.03900003433227539
plddt,0.837369441986084,0.7663299441337585,0.07103949785232544
plddt,0.8588871359825134,0.7176714539527893,0.14121568202972412
plddt,0.8588871359825134,0.7983694076538086,0.060517728328704834
plddt,0.8588871359825134,0.7663299441337585,0.09255719184875488
plddt,0.793978214263916,0.7176714539527893,0.07630676031112671
plddt,0.793978214263916,0.7663299441337585,0.02764827013015747
plddt,0.8279778957366943,0.7176714539527893,0.11030644178390503
plddt,0.8279778957366943,0.7983694076538086,0.029608488082885742
plddt,0.847324013710022,0.7176714539527893,0.12965255975723267
plddt,0.847324013710022,0.7983694076538086,0.04895460605621338
plddt,0.847324013710022,0.7663299441337585,0.08099406957626343
plddt,0.7663299441337585,0.7176714539527893,0.04865849018096924
plddt,0.7886930108070374,0.7035657167434692,0.08512729406356812
plddt,0.7886930108070374,0.6825117468833923,0.10618126392364502
plddt,0.7886930108070374,0.7310759425163269,0.05761706829071045
plddt,0.7886930108070374,0.7593863606452942,0.029306650161743164
plddt,0.7886930108070374,0.7221423983573914,0.066550612449646
plddt,0.7886930108070374,0.7425841689109802,0.04610884189605713
plddt,0.7620843648910522,0.6825117468833923,0.07957261800765991
plddt,0.7620843648910522,0.7310759425163269,0.031008422374725342
plddt,0.7995460033416748,0.7035657167434692,0.09598028659820557
plddt,0.7995460033416748,0.6825117468833923,0.11703425645828247
plddt,0.7995460033416748,0.7310759425163269,0.0684700608253479
plddt,0.7995460033416748,0.7593863606452942,0.040159642696380615
plddt,0.7995460033416748,0.7221423983573914,0.07740360498428345
plddt,0.7995460033416748,0.7425841689109802,0.05696183443069458
plddt,0.7425841689109802,0.7035657167434692,0.039018452167510986
plddt,0.7425841689109802,0.6825117468833923,0.06007242202758789
plddt,0.7425841689109802,0.7221423983573914,0.020441770553588867
plddt,0.7463435530662537,0.7222954034805298,0.024048149585723877
plddt,0.7463435530662537,0.7194939851760864,0.026849567890167236
plddt,0.8108391761779785,0.7443466186523438,0.06649255752563477
plddt,0.8108391761779785,0.7222954034805298,0.08854377269744873
plddt,0.8108391761779785,0.7194939851760864,0.09134519100189209
plddt,0.8108391761779785,0.7362473607063293,0.07459181547164917
plddt,0.8108391761779785,0.7386246919631958,0.07221448421478271
plddt,0.7686731815338135,0.7443466186523438,0.024326562881469727
plddt,0.7686731815338135,0.7222954034805298,0.04637777805328369
plddt,0.7686731815338135,0.7194939851760864,0.04917919635772705
plddt,0.7686731815338135,0.7386246919631958,0.030048489570617676
plddt,0.7838389873504639,0.7324305772781372,0.05140841007232666
plddt,0.7955551743507385,0.7324305772781372,0.06312459707260132
plddt,0.8446264863014221,0.7524571418762207,0.09216934442520142
plddt,0.8446264863014221,0.7838389873504639,0.06078749895095825
plddt,0.8446264863014221,0.7955551743507385,0.049071311950683594
plddt,0.8446264863014221,0.7324305772781372,0.11219590902328491
plddt,0.8393711447715759,0.7838389873504639,0.05553215742111206
plddt,0.8393711447715759,0.7955551743507385,0.0438159704208374
plddt,0.8393711447715759,0.7324305772781372,0.10694056749343872
plddt,0.7910928726196289,0.7524571418762207,0.0386357307434082
plddt,0.7910928726196289,0.7324305772781372,0.0586622953414917
plddt,0.8406791090965271,0.7524571418762207,0.0882219672203064
plddt,0.8406791090965271,0.7838389873504639,0.05684012174606323
plddt,0.8406791090965271,0.7955551743507385,0.045123934745788574
plddt,0.8406791090965271,0.7324305772781372,0.10824853181838989
plddt,0.8465577363967896,0.7524571418762207,0.09410059452056885
plddt,0.8465577363967896,0.7838389873504639,0.06271874904632568
plddt,0.8465577363967896,0.7955551743507385,0.051002562046051025
plddt,0.8465577363967896,0.7324305772781372,0.11412715911865234
plddt,0.8495213985443115,0.7524571418762207,0.09706425666809082
plddt,0.8495213985443115,0.7838389873504639,0.06568241119384766
plddt,0.8495213985443115,0.7955551743507385,0.053966224193573
plddt,0.8495213985443115,0.7324305772781372,0.11709082126617432
plddt,0.7658730745315552,0.689926266670227,0.07594680786132812
plddt,0.7658730745315552,0.7255249619483948,0.0403481125831604
plddt,0.7774523496627808,0.689926266670227,0.08752608299255371
plddt,0.7774523496627808,0.6849137544631958,0.09253859519958496
plddt,0.7179734706878662,0.6849137544631958,0.03305971622467041
plddt,0.7937299013137817,0.7255249619483948,0.06820493936538696
plddt,0.7783008813858032,0.5506950616836548,0.22760581970214844
plddt,0.7186310887336731,0.5506950616836548,0.1679360270500183
plddt,0.7622626423835754,0.6943625211715698,0.06790012121200562
plddt,0.7857605814933777,0.5506950616836548,0.2350655198097229
plddt,0.7857605814933777,0.6943625211715698,0.09139806032180786
plddt,0.7430969476699829,0.5506950616836548,0.19240188598632812
plddt,0.7430969476699829,0.6943625211715698,0.048734426498413086
plddt,0.7661857008934021,0.5506950616836548,0.21549063920974731
plddt,0.8494423627853394,0.7570781111717224,0.09236425161361694
plddt,0.8494423627853394,0.7605458498001099,0.08889651298522949
plddt,0.8257951140403748,0.7570781111717224,0.06871700286865234
plddt,0.8135966062545776,0.7570781111717224,0.056518495082855225
plddt,0.8135966062545776,0.7605458498001099,0.05305075645446777
plddt,0.8272147178649902,0.7570781111717224,0.07013660669326782
plddt,0.8272147178649902,0.7605458498001099,0.06666886806488037
plddt,0.8119420409202576,0.7570781111717224,0.054863929748535156
plddt,0.7940658926963806,0.7570781111717224,0.0369877815246582
plddt,0.8013118505477905,0.7570781111717224,0.044233739376068115
plddt,0.8485383987426758,0.7742006778717041,0.07433772087097168
plddt,0.8876675367355347,0.8062388896942139,0.0814286470413208
plddt,0.8876675367355347,0.7742006778717041,0.11346685886383057
plddt,0.848021924495697,0.7742006778717041,0.07382124662399292
plddt,0.7398985028266907,0.6774289011955261,0.06246960163116455
plddt,0.7398985028266907,0.6923211216926575,0.0475773811340332
plddt,0.7079110145568848,0.6774289011955261,0.030482113361358643
plddt,0.7583972215652466,0.6774289011955261,0.08096832036972046
plddt,0.7583972215652466,0.6923211216926575,0.06607609987258911
plddt,0.7347450852394104,0.4604290723800659,0.2743160128593445
plddt,0.7347450852394104,0.3263598084449768,0.4083852767944336
plddt,0.7167680859565735,0.4604290723800659,0.25633901357650757
plddt,0.7167680859565735,0.3263598084449768,0.3904082775115967
plddt,0.7167680859565735,0.5147664546966553,0.2020016312599182
plddt,0.7372259497642517,0.4604290723800659,0.2767968773841858
plddt,0.7372259497642517,0.3263598084449768,0.4108661413192749
plddt,0.7372259497642517,0.5147664546966553,0.22245949506759644
plddt,0.7364045977592468,0.4604290723800659,0.2759755253791809
plddt,0.7364045977592468,0.3263598084449768,0.41004478931427
plddt,0.7743043899536133,0.4604290723800659,0.31387531757354736
plddt,0.7743043899536133,0.3263598084449768,0.4479445815086365
plddt,0.7743043899536133,0.5147664546966553,0.259537935256958
plddt,0.8354810476303101,0.7116011381149292,0.12387990951538086
plddt,0.8354810476303101,0.7524502873420715,0.08303076028823853
plddt,0.8764578700065613,0.7116011381149292,0.16485673189163208
plddt,0.8764578700065613,0.7524502873420715,0.12400758266448975
plddt,0.8770667910575867,0.7116011381149292,0.16546565294265747
plddt,0.8770667910575867,0.7524502873420715,0.12461650371551514
plddt,0.8666239976882935,0.7116011381149292,0.15502285957336426
plddt,0.8666239976882935,0.7524502873420715,0.11417371034622192
plddt,0.8066146969795227,0.7116011381149292,0.0950135588645935
plddt,0.8804622888565063,0.7116011381149292,0.16886115074157715
plddt,0.8804622888565063,0.7524502873420715,0.12801200151443481
plddt,0.8170210719108582,0.7116011381149292,0.10541993379592896
plddt,0.8561452031135559,0.7116011381149292,0.1445440649986267
plddt,0.7524502873420715,0.7116011381149292,0.040849149227142334
plddt,0.8184340596199036,0.7801734209060669,0.03826063871383667
plddt,0.8184340596199036,0.7827733159065247,0.035660743713378906
plddt,0.8184340596199036,0.7497730851173401,0.06866097450256348
plddt,0.8034700751304626,0.7801734209060669,0.023296654224395752
plddt,0.8034700751304626,0.7497730851173401,0.05369699001312256
plddt,0.8499791026115417,0.8184340596199036,0.031545042991638184
plddt,0.8499791026115417,0.7801734209060669,0.06980568170547485
plddt,0.8499791026115417,0.7827733159065247,0.06720578670501709
plddt,0.8499791026115417,0.7497730851173401,0.10020601749420166
plddt,0.8210362792015076,0.7801734209060669,0.040862858295440674
plddt,0.8210362792015076,0.7827733159065247,0.03826296329498291
plddt,0.8210362792015076,0.7497730851173401,0.07126319408416748
plddt,0.8210362792015076,0.7860777974128723,0.034958481788635254
plddt,0.72346031665802,0.5225062966346741,0.20095402002334595
plddt,0.72346031665802,0.40021246671676636,0.32324784994125366
plddt,0.72346031665802,0.607832670211792,0.11562764644622803
plddt,0.72346031665802,0.5808266997337341,0.1426336169242859
plddt,0.72346031665802,0.4382016658782959,0.2852586507797241
plddt,0.72346031665802,0.5227380990982056,0.20072221755981445
plddt,0.72346031665802,0.5499184727668762,0.1735418438911438
plddt,0.8625420331954956,0.801744818687439,0.06079721450805664
plddt,0.8369055390357971,0.801744818687439,0.035160720348358154
plddt,0.7293344736099243,0.3454318344593048,0.3839026391506195
plddt,0.7443955540657043,0.3454318344593048,0.39896371960639954
plddt,0.7443955540657043,0.5255416035652161,0.21885395050048828
plddt,0.7443955540657043,0.526107668876648,0.2182878851890564
plddt,0.7988942861557007,0.7636100053787231,0.03528428077697754
plddt,0.7988942861557007,0.7329978942871094,0.06589639186859131
plddt,0.817306399345398,0.7636100053787231,0.053696393966674805
plddt,0.7091569900512695,0.5847765207290649,0.12438046932220459
plddt,0.7091569900512695,0.5367879867553711,0.17236900329589844
plddt,0.7178154587745667,0.6742026209831238,0.04361283779144287
plddt,0.7178154587745667,0.6007105112075806,0.11710494756698608
plddt,0.7178154587745667,0.451537162065506,0.26627829670906067
plddt,0.7178154587745667,0.5363531112670898,0.1814623475074768
plddt,0.7178154587745667,0.5367879867553711,0.18102747201919556
plddt,0.8030924201011658,0.7162508964538574,0.08684152364730835
plddt,0.7085766196250916,0.50523442029953,0.20334219932556152
plddt,0.740691065788269,0.7162508964538574,0.02444016933441162
plddt,0.740691065788269,0.50523442029953,0.235456645488739
plddt,0.7238958477973938,0.50523442029953,0.21866142749786377
plddt,0.7196366190910339,0.50523442029953,0.2144021987915039
plddt,0.8194345831871033,0.7265318036079407,0.0929027795791626
plddt,0.8194345831871033,0.714846670627594,0.10458791255950928
plddt,0.8667805194854736,0.7265318036079407,0.14024871587753296
plddt,0.8667805194854736,0.714846670627594,0.15193384885787964
plddt,0.8667805194854736,0.780890166759491,0.08589035272598267
plddt,0.8248607516288757,0.7265318036079407,0.09832894802093506
plddt,0.8248607516288757,0.714846670627594,0.11001408100128174
plddt,0.8420312404632568,0.7265318036079407,0.11549943685531616
plddt,0.8420312404632568,0.714846670627594,0.12718456983566284
plddt,0.780890166759491,0.7265318036079407,0.05435836315155029
plddt,0.780890166759491,0.714846670627594,0.06604349613189697
plddt,0.862571120262146,0.7265318036079407,0.13603931665420532
plddt,0.862571120262146,0.714846670627594,0.147724449634552
plddt,0.862571120262146,0.780890166759491,0.08168095350265503
plddt,0.8562700152397156,0.7265318036079407,0.1297382116317749
plddt,0.8562700152397156,0.714846670627594,0.14142334461212158
plddt,0.8562700152397156,0.780890166759491,0.07537984848022461
plddt,0.8513603806495667,0.7265318036079407,0.12482857704162598
plddt,0.8513603806495667,0.714846670627594,0.13651371002197266
plddt,0.8513603806495667,0.780890166759491,0.07047021389007568
plddt,0.784113347530365,0.44626882672309875,0.33784452080726624
plddt,0.784113347530365,0.5402089953422546,0.24390435218811035
plddt,0.784113347530365,0.5700084567070007,0.21410489082336426
plddt,0.7185288667678833,0.44626882672309875,0.27226004004478455
plddt,0.7185288667678833,0.5240806341171265,0.19444823265075684
plddt,0.7185288667678833,0.4729948937892914,0.24553397297859192
plddt,0.7185288667678833,0.5402089953422546,0.17831987142562866
plddt,0.7185288667678833,0.5700084567070007,0.14852041006088257
plddt,0.7465434670448303,0.44626882672309875,0.30027464032173157
plddt,0.7465434670448303,0.5240806341171265,0.22246283292770386
plddt,0.7465434670448303,0.4729948937892914,0.27354857325553894
plddt,0.7465434670448303,0.5402089953422546,0.20633447170257568
plddt,0.7465434670448303,0.5700084567070007,0.1765350103378296
plddt,0.844256579875946,0.5239733457565308,0.3202832341194153
plddt,0.844256579875946,0.7766892910003662,0.06756728887557983
plddt,0.8030555248260498,0.5239733457565308,0.27908217906951904
plddt,0.8030555248260498,0.7766892910003662,0.026366233825683594
plddt,0.7957609295845032,0.5239733457565308,0.2717875838279724
plddt,0.7957609295845032,0.7766892910003662,0.019071638584136963
plddt,0.8299382925033569,0.5239733457565308,0.30596494674682617
plddt,0.8299382925033569,0.8030555248260498,0.02688276767730713
plddt,0.8299382925033569,0.799115002155304,0.03082329034805298
plddt,0.8299382925033569,0.7766892910003662,0.05324900150299072
plddt,0.8429000377655029,0.5239733457565308,0.31892669200897217
plddt,0.8429000377655029,0.7766892910003662,0.06621074676513672
plddt,0.799115002155304,0.5239733457565308,0.2751416563987732
plddt,0.799115002155304,0.7766892910003662,0.022425711154937744
plddt,0.7766892910003662,0.5239733457565308,0.25271594524383545
plddt,0.7362964749336243,0.45057356357574463,0.28572291135787964
plddt,0.7362964749336243,0.5781835317611694,0.15811294317245483
plddt,0.7362964749336243,0.40908393263816833,0.32721254229545593
plddt,0.7141017913818359,0.3037640154361725,0.41033777594566345
plddt,0.7141017913818359,0.6462817192077637,0.06782007217407227
plddt,0.7141017913818359,0.6077784299850464,0.10632336139678955
plddt,0.7141017913818359,0.5004814267158508,0.2136203646659851
plddt,0.7010436654090881,0.3037640154361725,0.39727964997291565
plddt,0.7010436654090881,0.6462817192077637,0.05476194620132446
plddt,0.7010436654090881,0.6077784299850464,0.09326523542404175
plddt,0.7010436654090881,0.5004814267158508,0.2005622386932373
plddt,0.7588865756988525,0.740063488483429,0.018823087215423584
plddt,0.7588865756988525,0.7247976064682007,0.034088969230651855
plddt,0.770710825920105,0.740063488483429,0.030647337436676025
plddt,0.770710825920105,0.7472825646400452,0.023428261280059814
plddt,0.770710825920105,0.7437067627906799,0.02700406312942505
plddt,0.770710825920105,0.7247976064682007,0.0459132194519043
plddt,0.7809340953826904,0.566060483455658,0.21487361192703247
plddt,0.7809340953826904,0.46639931201934814,0.3145347833633423
plddt,0.7809340953826904,0.45923885703086853,0.3216952383518219
plddt,0.7809340953826904,0.5120669603347778,0.2688671350479126
plddt,0.7809340953826904,0.45882850885391235,0.3221055865287781
plddt,0.7152425050735474,0.46639931201934814,0.24884319305419922
plddt,0.7152425050735474,0.45923885703086853,0.25600364804267883
plddt,0.7152425050735474,0.5120669603347778,0.20317554473876953
plddt,0.7152425050735474,0.45882850885391235,0.256413996219635
plddt,0.773788332939148,0.7360045313835144,0.037783801555633545
plddt,0.773788332939148,0.35376617312431335,0.4200221598148346
plddt,0.773788332939148,0.434530645608902,0.33925768733024597
plddt,0.773788332939148,0.568104088306427,0.20568424463272095
plddt,0.773788332939148,0.542148232460022,0.23164010047912598
plddt,0.773788332939148,0.5596174597740173,0.21417087316513062
plddt,0.773788332939148,0.4578476548194885,0.3159406781196594
plddt,0.773788332939148,0.43556109070777893,0.338227242231369
plddt,0.773788332939148,0.46718069911003113,0.3066076338291168
plddt,0.834011435508728,0.7522457242012024,0.08176571130752563
plddt,0.834011435508728,0.740472674369812,0.09353876113891602
plddt,0.7614952325820923,0.740472674369812,0.021022558212280273
plddt,0.8407731652259827,0.7522457242012024,0.08852744102478027
plddt,0.8407731652259827,0.740472674369812,0.10030049085617065
plddt,0.8676674962043762,0.7522457242012024,0.11542177200317383
plddt,0.8676674962043762,0.740472674369812,0.1271948218345642
plddt,0.8461502194404602,0.7522457242012024,0.09390449523925781
plddt,0.8546698093414307,0.7522457242012024,0.10242408514022827
plddt,0.8546698093414307,0.740472674369812,0.11419713497161865
plddt,0.7888286709785461,0.7522457242012024,0.03658294677734375
plddt,0.8657214045524597,0.7522457242012024,0.11347568035125732
plddt,0.8657214045524597,0.740472674369812,0.1252487301826477
plddt,0.7044212222099304,0.632145881652832,0.07227534055709839
plddt,0.7044212222099304,0.48077160120010376,0.22364962100982666
plddt,0.7044212222099304,0.31026336550712585,0.39415785670280457
plddt,0.7044212222099304,0.5158384442329407,0.18858277797698975
plddt,0.7044212222099304,0.5572362542152405,0.14718496799468994
plddt,0.7044212222099304,0.32189470529556274,0.3825265169143677
plddt,0.7044212222099304,0.48848438262939453,0.2159368395805359
plddt,0.7086692452430725,0.632145881652832,0.07652336359024048
plddt,0.7086692452430725,0.48077160120010376,0.22789764404296875
plddt,0.7086692452430725,0.31026336550712585,0.39840587973594666
plddt,0.7086692452430725,0.5158384442329407,0.19283080101013184
plddt,0.7086692452430725,0.5572362542152405,0.15143299102783203
plddt,0.7086692452430725,0.32189470529556274,0.38677453994750977
plddt,0.7086692452430725,0.48848438262939453,0.22018486261367798
plddt,0.7177197933197021,0.632145881652832,0.08557391166687012
plddt,0.7177197933197021,0.48077160120010376,0.2369481921195984
plddt,0.7177197933197021,0.31026336550712585,0.4074564278125763
plddt,0.7177197933197021,0.5158384442329407,0.20188134908676147
plddt,0.7177197933197021,0.5572362542152405,0.16048353910446167
plddt,0.7177197933197021,0.32189470529556274,0.3958250880241394
plddt,0.7177197933197021,0.48848438262939453,0.22923541069030762
plddt,0.8573099970817566,0.7598991394042969,0.09741085767745972
plddt,0.8773928284645081,0.7598991394042969,0.11749368906021118
plddt,0.8773928284645081,0.7236721515655518,0.1537206768989563
plddt,0.8650742769241333,0.7598991394042969,0.10517513751983643
plddt,0.8650742769241333,0.7236721515655518,0.14140212535858154
plddt,0.8432002663612366,0.7598991394042969,0.0833011269569397
plddt,0.8616913557052612,0.7598991394042969,0.10179221630096436
plddt,0.8616913557052612,0.7236721515655518,0.13801920413970947
plddt,0.8571337461471558,0.7598991394042969,0.09723460674285889
plddt,0.8825423717498779,0.7598991394042969,0.12264323234558105
plddt,0.8010956048965454,0.7598991394042969,0.041196465492248535
plddt,0.8139506578445435,0.5286077857017517,0.28534287214279175
plddt,0.7917898297309875,0.5286077857017517,0.26318204402923584
plddt,0.7405911684036255,0.5286077857017517,0.21198338270187378
plddt,0.7397065162658691,0.5286077857017517,0.21109873056411743
plddt,0.8375260233879089,0.8139506578445435,0.02357536554336548
plddt,0.8375260233879089,0.5286077857017517,0.3089182376861572
plddt,0.8433688282966614,0.5286077857017517,0.31476104259490967
plddt,0.8866848945617676,0.8139506578445435,0.07273423671722412
plddt,0.8866848945617676,0.8433688282966614,0.0433160662651062
plddt,0.8866848945617676,0.5286077857017517,0.35807710886001587
plddt,0.7322847247123718,0.5286077857017517,0.20367693901062012
plddt,0.8329143524169922,0.8139506578445435,0.01896369457244873
plddt,0.8329143524169922,0.5286077857017517,0.3043065667152405
plddt,0.7036165595054626,0.3363625705242157,0.36725398898124695
plddt,0.7036165595054626,0.4294484853744507,0.27416807413101196
plddt,0.7213042378425598,0.3363625705242157,0.3849416673183441
plddt,0.7213042378425598,0.4294484853744507,0.29185575246810913
plddt,0.7172616720199585,0.3363625705242157,0.3808991014957428
plddt,0.7172616720199585,0.4294484853744507,0.2878131866455078
plddt,0.7139626741409302,0.3363625705242157,0.3776001036167145
plddt,0.7139626741409302,0.4294484853744507,0.2845141887664795
plddt,0.7139626741409302,0.6721665263175964,0.04179614782333374
plddt,0.7269598841667175,0.7021806836128235,0.024779200553894043
plddt,0.7269598841667175,0.5767156481742859,0.15024423599243164
plddt,0.7269598841667175,0.46431979537010193,0.2626400887966156
plddt,0.7269598841667175,0.6521593928337097,0.07480049133300781
plddt,0.7269598841667175,0.6165503859519958,0.11040949821472168
plddt,0.7021806836128235,0.5767156481742859,0.1254650354385376
plddt,0.7021806836128235,0.46431979537010193,0.23786088824272156
plddt,0.7021806836128235,0.6521593928337097,0.05002129077911377
plddt,0.7407862544059753,0.7021806836128235,0.038605570793151855
plddt,0.7407862544059753,0.5767156481742859,0.16407060623168945
plddt,0.7407862544059753,0.46431979537010193,0.2764664590358734
plddt,0.7407862544059753,0.6521593928337097,0.08862686157226562
plddt,0.7560065388679504,0.7240689992904663,0.03193753957748413
plddt,0.7560065388679504,0.4899510145187378,0.26605552434921265
plddt,0.7560065388679504,0.5174022912979126,0.23860424757003784
plddt,0.7175018191337585,0.5556163191795349,0.16188549995422363
plddt,0.7175018191337585,0.47979146242141724,0.2377103567123413
plddt,0.7175018191337585,0.44587230682373047,0.2716295123100281
plddt,0.7175018191337585,0.6380677223205566,0.0794340968132019
plddt,0.7175018191337585,0.5935982465744019,0.12390357255935669
plddt,0.7593472003936768,0.47979146242141724,0.2795557379722595
plddt,0.7071625590324402,0.4159815311431885,0.2911810278892517
plddt,0.7659504413604736,0.7071625590324402,0.05878788232803345
plddt,0.7659504413604736,0.5808268189430237,0.18512362241744995
plddt,0.7659504413604736,0.4159815311431885,0.34996891021728516
plddt,0.7659504413604736,0.6574429273605347,0.10850751399993896
plddt,0.7603805065155029,0.4159815311431885,0.34439897537231445
plddt,0.7603805065155029,0.6574429273605347,0.10293757915496826
plddt,0.7266646027565002,0.7071625590324402,0.01950204372406006
plddt,0.7266646027565002,0.4159815311431885,0.31068307161331177
plddt,0.7266646027565002,0.6574429273605347,0.06922167539596558
plddt,0.787109375,0.7071625590324402,0.07994681596755981
plddt,0.787109375,0.4159815311431885,0.3711278438568115
plddt,0.787109375,0.6574429273605347,0.12966644763946533
plddt,0.7495512962341309,0.373035192489624,0.37651610374450684
plddt,0.7495512962341309,0.35438552498817444,0.3951657712459564
plddt,0.7495512962341309,0.6705561876296997,0.07899510860443115
plddt,0.7495512962341309,0.503796398639679,0.2457548975944519
plddt,0.7495512962341309,0.6449134945869446,0.10463780164718628
plddt,0.7495512962341309,0.6745803356170654,0.07497096061706543
plddt,0.7495512962341309,0.339206725358963,0.41034457087516785
plddt,0.7697020173072815,0.7255249619483948,0.04417705535888672
plddt,0.7697020173072815,0.6463475823402405,0.12335443496704102
plddt,0.7744319438934326,0.7255249619483948,0.04890698194503784
plddt,0.7744319438934326,0.6967904567718506,0.07764148712158203
plddt,0.7744319438934326,0.6463475823402405,0.12808436155319214
plddt,0.776874303817749,0.6463475823402405,0.13052672147750854
plddt,0.776874303817749,0.6884324550628662,0.08844184875488281
plddt,0.7443548440933228,0.7255249619483948,0.01882988214492798
plddt,0.7443548440933228,0.6967904567718506,0.04756438732147217
plddt,0.7443548440933228,0.6463475823402405,0.09800726175308228
plddt,0.8252077102661133,0.7905348539352417,0.03467285633087158
plddt,0.8252077102661133,0.736992359161377,0.08821535110473633
plddt,0.8252077102661133,0.7845158576965332,0.04069185256958008
plddt,0.8223084211349487,0.7905348539352417,0.03177356719970703
plddt,0.8223084211349487,0.7845158576965332,0.03779256343841553
plddt,0.8223084211349487,0.7497808933258057,0.07252752780914307
plddt,0.8390839099884033,0.7905348539352417,0.04854905605316162
plddt,0.8390839099884033,0.7845158576965332,0.05456805229187012
plddt,0.8390839099884033,0.7497808933258057,0.08930301666259766
plddt,0.8540050387382507,0.7905348539352417,0.06347018480300903
plddt,0.8540050387382507,0.7845158576965332,0.06948918104171753
plddt,0.8540050387382507,0.7497808933258057,0.10422414541244507
plddt,0.7410038113594055,0.409850537776947,0.3311532735824585
plddt,0.7410038113594055,0.6397156119346619,0.10128819942474365
plddt,0.7410038113594055,0.36004960536956787,0.38095420598983765
